FOODID;FOODUNIT;MASS
449;PORTM;120,00
449;PORTL;180,00
450;DL;115,00
450;RKL;17,00
450;TL;5,50
450;PORT1000KJ;147,46
450;PORTS;17,00
450;PORTM;40,00
450;PORTL;65,00
451;PORTS;25,00
451;PORTM;30,00
451;PORTL;50,00
451;DL;100,00
451;RKL;15,00
451;TL;5,00
451;PORT1000KJ;114,54
452;PORTS;25,00
452;PORTM;30,00
452;PORTL;50,00
452;DL;100,00
452;RKL;15,00
452;TL;5,00
452;PORT1000KJ;134,27
453;PORTS;25,00
453;PORTM;30,00
453;PORTL;50,00
453;DL;100,00
453;RKL;15,00
453;TL;5,00
453;PORT1000KJ;629,92
454;DL;55,00
454;RKL;12,00
454;PORT1000KJ;485,22
454;PORTS;60,00
454;PORTM;120,00
454;PORTL;180,00
455;DL;55,00
455;RKL;11,00
455;PORT1000KJ;265,24
455;PORTS;60,00
455;PORTM;120,00
455;PORTL;180,00
456;DL;115,00
456;RKL;17,00
456;TL;5,50
456;PORT1000KJ;121,29
456;PORTM;20,00
456;PORTS;10,00
456;PORTL;30,00
457;DL;50,00
457;RKL;10,00
457;PORT1000KJ;484,87
457;PORTS;60,00
457;PORTM;120,00
457;PORTL;180,00
458;DL;100,00
458;RKL;15,00
458;TL;5,00
458;PORT1000KJ;325,47
458;PORTS;150,00
458;PORTM;200,00
458;PORTL;300,00
459;DL;100,00
459;RKL;15,00
459;TL;5,00
459;PORT1000KJ;336,46
459;PORTS;25,00
459;PORTM;30,00
459;PORTL;50,00
461;PORTS;150,00
461;PORTM;200,00
461;PORTL;300,00
461;DL;100,00
461;RKL;15,00
461;TL;5,00
461;PORT1000KJ;572,25
462;PORTS;150,00
462;PORTM;200,00
462;PORTL;300,00
462;DL;100,00
462;RKL;15,00
462;TL;5,00
462;PORT1000KJ;669,34
463;PORTS;150,00
463;PORTM;200,00
463;PORTL;300,00
463;DL;100,00
463;RKL;15,00
463;TL;5,00
463;PORT1000KJ;3135,78
469;DL;100,00
469;RKL;15,00
469;TL;5,00
469;PORTS;150,00
469;PORTM;200,00
469;PORTL;300,00
469;PORT1000KJ;493,12
471;DL;95,00
471;PORT1000KJ;458,93
471;PORTS;60,00
471;PORTM;110,00
471;PORTL;180,00
472;DL;120,00
472;PORT1000KJ;530,70
472;PORTS;17,00
472;PORTM;40,00
472;PORTL;80,00
473;DL;100,00
473;RKL;15,00
473;TL;5,00
473;PORT1000KJ;485,27
473;PORTS;150,00
473;PORTM;200,00
473;PORTL;300,00
474;DL;100,00
474;RKL;15,00
474;TL;5,00
474;PORTS;150,00
474;PORTM;200,00
474;PORTL;300,00
474;PORT1000KJ;712,86
476;DL;115,00
476;RKL;17,00
476;TL;5,50
476;PORT1000KJ;165,17
476;PORTS;17,00
476;PORTM;40,00
476;PORTL;65,00
477;KPL_M;360,00
477;DL;70,00
477;PORTS;55,00
477;PORTL;250,00
477;PORT1000KJ;1056,64
477;PORTM;150,00
478;PORTS;150,00
478;PORTM;200,00
478;PORTL;300,00
478;DL;100,00
478;RKL;15,00
478;TL;5,00
478;PORT1000KJ;187,81
500;DL;95,00
500;RKL;14,00
500;TL;4,50
500;PORT1000KJ;32,87
500;PORTS;3,00
500;PORTM;6,00
500;PORTL;10,00
501;DL;95,00
501;RKL;14,00
501;TL;4,50
501;PORT1000KJ;33,44
501;PORTS;3,00
501;PORTM;6,00
501;PORTL;10,00
528;DL;95,00
528;RKL;14,00
528;PORT1000KJ;27,17
528;PORTS;3,00
528;PORTM;6,00
528;PORTL;10,00
529;DL;95,00
529;RKL;14,00
529;PORT1000KJ;33,66
529;PORTS;3,00
529;PORTM;6,00
529;PORTL;10,00
530;DL;95,00
530;RKL;14,00
530;TL;4,50
530;PORT1000KJ;33,71
530;PORTS;3,00
530;PORTM;6,00
530;PORTL;10,00
531;DL;90,00
531;RKL;13,50
531;TL;4,50
531;PORT1000KJ;27,03
531;PORTS;10,00
531;PORTM;25,00
531;PORTL;40,00
535;DL;90,00
535;RKL;13,50
535;TL;4,50
535;PORT1000KJ;27,03
535;PORTS;10,00
535;PORTM;25,00
535;PORTL;40,00
536;DL;90,00
536;RKL;13,50
536;TL;4,50
536;PORT1000KJ;27,03
536;PORTS;10,00
536;PORTM;25,00
536;PORTL;40,00
540;DL;90,00
540;RKL;13,50
540;TL;4,50
540;PORT1000KJ;27,03
540;PORTS;10,00
540;PORTM;25,00
540;PORTL;40,00
541;DL;90,00
541;RKL;13,50
541;TL;4,50
541;PORT1000KJ;27,05
541;PORTS;10,00
541;PORTM;25,00
541;PORTL;40,00
542;DL;90,00
542;RKL;13,50
542;TL;4,50
542;PORT1000KJ;27,05
542;PORTS;10,00
542;PORTM;25,00
542;PORTL;40,00
543;DL;90,00
543;RKL;13,50
543;TL;4,50
543;PORTL;40,00
543;PORTM;25,00
543;PORTS;10,00
543;PORT1000KJ;27,05
550;DL;95,00
550;RKL;14,00
550;PORT1000KJ;27,85
550;PORTS;3,00
550;PORTM;6,00
550;PORTL;10,00
552;DL;95,00
552;RKL;14,00
552;PORTL;10,00
552;PORTM;6,00
552;PORTS;3,00
552;PORT1000KJ;26,95
553;DL;85,00
553;RKL;12,00
553;PORTL;10,00
553;PORTM;6,00
553;PORTS;3,00
553;PORT1000KJ;27,15
562;DL;95,00
562;RKL;14,00
562;TL;4,50
562;PORT1000KJ;43,81
562;PORTS;10,00
562;PORTM;25,00
562;PORTL;40,00
563;DL;95,00
563;RKL;14,00
563;TL;4,50
563;PORT1000KJ;56,79
563;PORTS;10,00
563;PORTM;25,00
563;PORTL;40,00
565;DL;95,00
565;RKL;14,00
565;TL;4,50
565;PORT1000KJ;61,24
565;PORTS;3,00
565;PORTM;6,00
565;PORTL;10,00
568;DL;95,00
568;RKL;14,00
568;TL;4,50
568;PORT1000KJ;44,73
568;PORTS;3,00
568;PORTM;6,00
568;PORTL;10,00
570;DL;95,00
570;RKL;14,00
570;TL;4,50
570;PORT1000KJ;63,21
570;PORTS;3,00
570;PORTM;6,00
570;PORTL;10,00
572;DL;95,00
572;RKL;14,00
572;TL;4,50
572;PORT1000KJ;63,42
572;PORTS;3,00
572;PORTM;6,00
572;PORTL;10,00
576;DL;95,00
576;RKL;14,00
576;TL;4,50
576;PORT1000KJ;32,87
576;PORTS;3,00
576;PORTM;6,00
576;PORTL;10,00
578;DL;95,00
578;RKL;14,00
578;TL;4,50
578;PORT1000KJ;80,59
578;PORTS;10,00
578;PORTM;25,00
578;PORTL;40,00
579;DL;95,00
579;RKL;14,00
579;TL;4,50
579;PORT1000KJ;201,08
579;PORTS;10,00
579;PORTM;25,00
579;PORTL;40,00
585;DL;95,00
585;RKL;14,00
585;TL;4,50
585;PORT1000KJ;32,87
585;PORTS;3,00
585;PORTM;6,00
585;PORTL;10,00
586;DL;95,00
586;RKL;14,00
586;TL;4,50
586;PORT1000KJ;33,44
586;PORTS;3,00
586;PORTM;6,00
586;PORTL;10,00
593;DL;95,00
593;RKL;14,00
593;TL;4,50
593;PORT1000KJ;33,65
593;PORTS;3,00
593;PORTM;6,00
593;PORTL;10,00
597;DL;95,00
597;RKL;14,00
597;TL;4,50
597;PORT1000KJ;35,68
597;PORTS;3,00
597;PORTM;6,00
597;PORTL;10,00
598;DL;90,00
598;RKL;13,50
598;TL;4,50
598;PORT1000KJ;27,18
598;PORTS;3,00
598;PORTM;6,00
598;PORTL;10,00
599;DL;95,00
599;RKL;14,00
599;TL;4,50
599;PORT1000KJ;80,64
599;PORTS;3,00
599;PORTM;6,00
599;PORTL;10,00
600;DL;100,00
600;RKL;15,00
600;TL;5,00
600;PORT1000KJ;335,57
600;PORTM;200,00
600;PORTS;150,00
600;PORTL;400,00
602;DL;100,00
602;RKL;15,00
602;TL;5,00
602;PORT1000KJ;363,49
602;PORTS;150,00
602;PORTM;200,00
602;PORTL;400,00
604;DL;100,00
604;RKL;15,00
604;TL;5,00
604;PORT1000KJ;363,65
604;PORTS;150,00
604;PORTM;200,00
604;PORTL;400,00
606;DL;100,00
606;RKL;15,00
606;TL;5,00
606;PORT1000KJ;705,92
606;PORTS;150,00
606;PORTM;200,00
606;PORTL;400,00
611;PORTL;400,00
611;PORTM;200,00
611;PORTS;150,00
611;DL;100,00
611;RKL;15,00
611;TL;5,00
611;PORT1000KJ;621,35
612;PORTL;400,00
612;PORTM;200,00
612;PORTS;150,00
612;RKL;15,00
612;TL;5,00
612;PORT1000KJ;796,43
612;DL;100,00
613;PORTL;400,00
613;PORTM;200,00
613;PORTS;150,00
613;DL;100,00
613;RKL;15,00
613;TL;5,00
613;PORT1000KJ;830,84
615;DL;100,00
615;RKL;15,00
615;TL;5,00
615;PORT1000KJ;180,67
615;PORTS;40,00
615;PORTL;200,00
615;PORTM;100,00
616;PORTL;400,00
616;PORTM;200,00
616;PORTS;150,00
616;DL;100,00
616;RKL;15,00
616;TL;5,00
616;PORT1000KJ;472,88
617;DL;100,00
617;RKL;15,00
617;TL;5,00
617;PORT1000KJ;381,53
617;PORTS;150,00
617;PORTM;200,00
617;PORTL;250,00
618;PORTL;250,00
618;DL;100,00
618;RKL;15,00
618;TL;5,00
618;PORT1000KJ;491,06
618;PORTS;150,00
618;PORTM;200,00
619;PORTL;250,00
619;PORTS;150,00
619;DL;100,00
619;RKL;15,00
619;TL;5,00
619;PORT1000KJ;396,06
619;PORTM;200,00
622;DL;100,00
622;RKL;15,00
622;TL;5,00
622;PORT1000KJ;402,95
622;PORTM;200,00
622;PORTL;250,00
622;PORTS;125,00
627;DL;100,00
627;RKL;15,00
627;TL;5,00
627;PORT1000KJ;559,72
627;PORTS;150,00
627;PORTM;200,00
627;PORTL;400,00
628;DL;100,00
628;RKL;15,00
628;TL;5,00
628;PORT1000KJ;86,21
628;PORTS;100,00
628;PORTM;150,00
628;PORTL;200,00
629;DL;100,00
629;RKL;15,00
629;TL;5,00
629;PORT1000KJ;65,90
629;PORTS;25,00
629;PORTM;50,00
629;PORTL;100,00
630;DL;100,00
630;RKL;15,00
630;TL;5,00
630;PORT1000KJ;61,29
630;PORTS;100,00
630;PORTM;150,00
630;PORTL;200,00
631;DL;100,00
631;RKL;15,00
631;TL;5,00
631;PORT1000KJ;67,18
631;PORTS;170,00
631;PORTM;270,00
631;PORTL;450,00
632;DL;100,00
632;RKL;15,00
632;TL;5,00
632;PORT1000KJ;116,36
632;PORTS;25,00
632;PORTM;50,00
632;PORTL;100,00
633;DL;100,00
633;RKL;15,00
633;TL;5,00
633;PORT1000KJ;199,08
633;PORTS;25,00
633;PORTM;50,00
633;PORTL;100,00
635;PORTS;7,00
635;DL;85,00
635;RKL;9,50
635;TL;4,00
635;PORT1000KJ;283,38
635;PORTM;15,00
635;PORTL;25,00
636;DL;100,00
636;RKL;15,00
636;TL;5,00
636;PORT1000KJ;366,06
636;PORTS;150,00
636;PORTM;200,00
636;PORTL;250,00
637;PORTL;250,00
637;PORTM;200,00
637;PORTS;150,00
637;DL;100,00
637;RKL;15,00
637;TL;5,00
637;PORT1000KJ;697,74
639;PORTL;250,00
639;PORTM;200,00
639;PORTS;150,00
639;DL;100,00
639;RKL;15,00
639;TL;5,00
639;PORT1000KJ;335,62
640;DL;90,00
640;PORT1000KJ;66,89
640;PORTS;20,00
640;PORTM;40,00
640;PORTL;60,00
641;KPL_S;4,00
641;KPL_M;8,00
641;KPL_L;12,00
641;PORT1000KJ;63,97
641;PORTS;4,00
641;PORTM;8,00
641;PORTL;15,00
642;KPL_S;4,00
642;KPL_M;8,00
642;KPL_L;12,00
642;PORT1000KJ;63,14
642;PORTS;4,00
642;PORTM;8,00
642;PORTL;15,00
643;KPL_S;4,00
643;KPL_M;8,00
643;KPL_L;12,00
643;PORT1000KJ;70,19
643;PORTS;4,00
643;PORTM;8,00
643;PORTL;15,00
644;KPL_S;4,00
644;KPL_M;8,00
644;KPL_L;12,00
644;PORT1000KJ;111,48
644;PORTS;4,00
644;PORTM;8,00
644;PORTL;15,00
645;PORT1000KJ;67,96
645;PORTS;4,00
645;PORTM;8,00
645;PORTL;15,00
647;PORTS;7,00
647;KPL_M;20,00
647;DL;100,00
647;RKL;15,00
647;PORT1000KJ;80,25
647;PORTM;15,00
647;PORTL;25,00
648;PORTS;7,00
648;KPL_M;20,00
648;DL;100,00
648;RKL;15,00
648;PORT1000KJ;72,20
648;PORTM;15,00
648;PORTL;25,00
649;DL;85,00
649;RKL;9,50
649;TL;4,00
649;PORT1000KJ;259,56
649;PORTS;7,00
649;PORTM;15,00
649;PORTL;25,00
650;PORT1000KJ;120,41
650;PORTL;60,00
650;PORTM;40,00
650;PORTS;20,00
653;PORT1000KJ;70,61
653;PORTS;20,00
653;PORTM;40,00
653;PORTL;60,00
654;KPL_S;4,00
654;KPL_M;8,00
654;KPL_L;12,00
654;PORT1000KJ;63,70
654;PORTS;4,00
654;PORTM;8,00
654;PORTL;15,00
655;KPL_S;4,00
655;KPL_M;8,00
655;KPL_L;12,00
655;PORT1000KJ;65,58
655;PORTS;4,00
655;PORTM;8,00
655;PORTL;15,00
657;PORT1000KJ;86,27
657;PORTS;20,00
657;PORTL;80,00
657;PORTM;40,00
658;KPL_M;20,00
658;DL;100,00
658;RKL;15,00
658;PORT1000KJ;68,81
658;PORTS;7,00
658;PORTM;15,00
658;PORTL;25,00
659;KPL_M;20,00
659;DL;100,00
659;RKL;15,00
659;PORT1000KJ;133,56
659;PORTS;7,00
659;PORTM;15,00
659;PORTL;25,00
661;PORT1000KJ;159,46
661;PORTS;70,00
661;PORTL;190,00
661;PORTM;135,00
663;DL;50,00
663;PORT1000KJ;124,16
663;PORTS;30,00
663;PORTM;65,00
663;PORTL;125,00
664;KPL_S;30,00
664;KPL_M;60,00
664;KPL_L;85,00
664;PORT1000KJ;91,49
664;PORTS;30,00
664;PORTM;65,00
664;PORTL;125,00
665;KPL_S;60,00
665;KPL_M;70,00
665;KPL_L;115,00
665;PORT1000KJ;107,67
665;PORTS;30,00
665;PORTM;65,00
665;PORTL;125,00
666;DL;50,00
666;PORT1000KJ;157,02
666;PORTS;30,00
666;PORTM;65,00
666;PORTL;125,00
667;DL;50,00
667;PORT1000KJ;151,98
667;PORTS;30,00
667;PORTM;65,00
667;PORTL;125,00
668;DL;50,00
668;PORT1000KJ;114,21
668;PORTS;30,00
668;PORTM;65,00
668;PORTL;125,00
669;DL;50,00
669;PORT1000KJ;217,47
669;PORTS;30,00
669;PORTM;65,00
669;PORTL;125,00
672;DL;50,00
672;RKL;7,00
672;PORT1000KJ;67,21
672;PORTS;5,00
672;PORTM;15,00
672;PORTL;30,00
675;DL;100,00
675;RKL;15,00
675;TL;5,00
675;PORT1000KJ;524,38
675;PORTS;150,00
675;PORTM;200,00
675;PORTL;400,00
680;PORTL;250,00
680;DL;100,00
680;RKL;15,00
680;TL;5,00
680;PORT1000KJ;654,19
680;PORTS;150,00
680;PORTM;200,00
682;KPL_M;20,00
682;DL;100,00
682;RKL;15,00
682;PORT1000KJ;78,36
682;PORTS;7,00
682;PORTM;15,00
682;PORTL;25,00
684;DL;100,00
684;RKL;15,00
684;TL;5,00
684;PORT1000KJ;524,38
684;PORTS;150,00
684;PORTM;200,00
684;PORTL;400,00
685;PORTL;250,00
685;PORTM;200,00
685;PORTS;150,00
685;DL;100,00
685;RKL;15,00
685;TL;5,00
685;PORT1000KJ;494,34
686;PORTL;250,00
686;PORTM;200,00
686;PORTS;150,00
686;DL;100,00
686;RKL;15,00
686;TL;5,00
686;PORT1000KJ;197,32
687;DL;100,00
687;RKL;15,00
687;TL;5,00
687;PORT1000KJ;230,93
687;PORTS;100,00
687;PORTM;150,00
687;PORTL;200,00
689;DL;100,00
689;RKL;15,00
689;TL;5,00
689;PORT1000KJ;377,79
689;PORTS;150,00
689;PORTM;200,00
689;PORTL;400,00
690;DL;60,00
690;PORT1000KJ;103,86
690;PORTS;20,00
690;PORTM;40,00
690;PORTL;60,00
691;KPL_S;4,00
691;KPL_M;8,00
691;KPL_L;12,00
691;PORT1000KJ;63,13
691;PORTS;4,00
691;PORTM;8,00
691;PORTL;15,00
698;KPL_M;20,00
698;PORT1000KJ;57,90
698;PORTS;4,00
698;PORTM;8,00
698;PORTL;15,00
699;DL;100,00
699;RKL;15,00
699;TL;5,00
699;PORT1000KJ;166,20
699;PORTS;25,00
699;PORTM;50,00
699;PORTL;100,00
701;PORT1000KJ;89,54
701;PORTM;150,00
701;PORTS;125,00
701;PORTL;200,00
703;KPL_S;100,00
703;KPL_M;120,00
703;KPL_L;150,00
703;PORT1000KJ;94,60
703;PORTM;150,00
703;PORTL;215,00
703;PORTS;125,00
704;PORT1000KJ;110,57
704;PORTS;100,00
704;PORTM;125,00
704;PORTL;250,00
705;KPL_M;800,00
705;PORT1000KJ;111,02
705;PORTS;125,00
705;PORTM;150,00
705;PORTL;215,00
706;PORT1000KJ;71,73
706;PORTS;125,00
706;PORTM;150,00
706;PORTL;215,00
707;KPL_M;20,00
707;PORT1000KJ;69,44
707;PORTL;200,00
707;PORTS;55,00
707;PORTM;100,00
708;PORT1000KJ;30,42
708;PORTS;55,00
708;PORTM;100,00
708;PORTL;200,00
709;KPL_M;850,00
709;PORT1000KJ;143,44
709;PORTS;125,00
709;PORTM;150,00
709;PORTL;200,00
711;PORT1000KJ;89,94
711;PORTS;80,00
711;PORTM;140,00
711;PORTL;230,00
712;PORT1000KJ;173,09
712;PORTS;80,00
712;PORTM;140,00
712;PORTL;230,00
713;PORT1000KJ;122,46
713;PORTL;200,00
713;PORTS;125,00
713;PORTM;150,00
714;PORT1000KJ;167,02
714;PORTS;125,00
714;PORTM;150,00
714;PORTL;215,00
716;PORT1000KJ;126,17
716;PORTL;200,00
716;PORTS;125,00
716;PORTM;150,00
718;KPL_S;200,00
718;PORT1000KJ;210,70
718;KPL_L;300,00
718;KPL_M;250,00
718;PORTL;190,00
718;PORTS;125,00
718;PORTM;150,00
719;PORT1000KJ;204,93
719;PORTM;150,00
719;PORTS;125,00
719;PORTL;215,00
720;PORT1000KJ;167,77
720;PORTM;150,00
720;PORTS;125,00
720;PORTL;200,00
721;PORTL;200,00
721;PORTM;150,00
721;PORT1000KJ;155,84
721;PORTS;125,00
722;KPL_S;1500,00
722;KPL_M;1750,00
722;KPL_L;2000,00
722;PORT1000KJ;185,88
722;PORTS;150,00
722;PORTM;190,00
722;PORTL;250,00
723;PORT1000KJ;118,23
723;PORTS;150,00
723;PORTM;190,00
723;PORTL;250,00
726;KPL_S;1000,00
726;KPL_M;1250,00
726;KPL_L;1500,00
726;PORT1000KJ;218,32
726;PORTM;150,00
726;PORTS;125,00
726;PORTL;190,00
730;PORT1000KJ;130,38
730;PORTS;125,00
730;PORTM;150,00
730;PORTL;200,00
731;PORT1000KJ;102,12
731;PORTL;200,00
731;PORTS;125,00
731;PORTM;150,00
732;KPL_S;2000,00
732;KPL_M;2250,00
732;KPL_L;2500,00
732;PORT1000KJ;127,14
732;PORTL;200,00
732;PORTS;125,00
732;PORTM;150,00
734;PORT1000KJ;187,61
734;PORTL;200,00
734;PORTS;125,00
734;PORTM;150,00
735;PORT1000KJ;212,67
735;PORTL;200,00
735;PORTS;125,00
735;PORTM;150,00
736;PORTS;125,00
736;PORT1000KJ;183,75
736;PORTL;190,00
736;PORTM;150,00
737;PORT1000KJ;146,82
737;PORTS;125,00
737;PORTM;150,00
737;PORTL;190,00
741;KPL_M;400,00
741;DL;75,00
741;PORT1000KJ;155,32
741;PORTS;80,00
741;PORTM;150,00
741;PORTL;200,00
743;PORTS;80,00
743;DL;75,00
743;PORT1000KJ;94,89
743;PORTL;200,00
743;PORTM;150,00
747;PORT1000KJ;252,92
747;PORTS;25,00
747;PORTM;80,00
747;PORTL;105,00
748;PORT1000KJ;198,24
748;PORTL;190,00
748;PORTS;125,00
748;PORTM;150,00
750;KPL_M;1500,00
750;PORT1000KJ;126,86
750;PORTM;200,00
750;PORTS;150,00
750;PORTL;250,00
751;KPL_S;800,00
751;KPL_M;1200,00
751;KPL_L;1500,00
751;PORT1000KJ;144,06
751;PORTS;200,00
751;PORTM;250,00
751;PORTL;330,00
752;KPL_S;4000,00
752;KPL_M;6000,00
752;KPL_L;8000,00
752;PORT1000KJ;174,28
752;PORTS;100,00
752;PORTM;200,00
752;PORTL;300,00
753;KPL_S;500,00
753;KPL_M;1000,00
753;KPL_L;2000,00
753;PORT1000KJ;195,79
753;PORTS;100,00
753;PORTM;200,00
753;PORTL;300,00
754;DL;100,00
754;PORT1000KJ;194,95
754;PORTM;200,00
754;PORTS;150,00
754;PORTL;250,00
775;PORT1000KJ;199,41
775;PORTS;4,00
775;PORTM;12,00
775;PORTL;20,00
776;KPL_S;8,00
776;KPL_M;12,00
776;KPL_L;25,00
776;PORT1000KJ;226,47
776;PORTS;4,00
776;PORTM;12,00
776;PORTL;20,00
779;KPL_S;9,00
779;KPL_M;15,00
779;KPL_L;20,00
779;PORT1000KJ;237,80
779;PORTS;4,00
779;PORTM;12,00
779;PORTL;20,00
786;PORT1000KJ;175,02
786;PORTS;100,00
786;PORTM;150,00
786;PORTL;200,00
787;PORT1000KJ;178,13
787;PORTS;100,00
787;PORTM;150,00
787;PORTL;200,00
788;KPL_S;25,00
788;KPL_M;30,00
788;PORT1000KJ;189,72
788;PORTS;100,00
788;PORTM;150,00
788;PORTL;200,00
789;PORT1000KJ;201,57
789;PORTS;100,00
789;PORTM;150,00
789;PORTL;200,00
790;PORT1000KJ;181,14
790;PORTS;100,00
790;PORTM;150,00
790;PORTL;200,00
791;KPL_S;300,00
791;KPL_M;400,00
791;KPL_L;500,00
791;PORT1000KJ;250,22
791;PORTL;190,00
791;PORTS;125,00
791;PORTM;150,00
792;PORT1000KJ;241,72
792;PORTS;100,00
792;PORTM;120,00
792;PORTL;150,00
793;PORT1000KJ;119,23
793;PORTM;215,00
793;PORTS;140,00
793;PORTL;285,00
794;DL;100,00
794;RKL;15,00
794;PORT1000KJ;459,18
794;TL;5,00
794;PORTS;100,00
794;PORTM;150,00
794;PORTL;200,00
797;PORT1000KJ;187,61
797;PORTS;4,00
797;PORTM;12,00
797;PORTL;20,00
799;KPL_S;8,00
799;KPL_M;12,00
799;KPL_L;15,00
799;PORT1000KJ;239,54
799;PORTS;4,00
799;PORTM;12,00
799;PORTL;20,00
800;PORTM;160,00
800;PORTL;215,00
800;KPL_S;13,00
800;KPL_M;20,00
800;KPL_L;40,00
800;PORT1000KJ;198,48
800;PORTS;100,00
801;KPL_S;20,00
801;KPL_M;35,00
801;KPL_L;50,00
801;PORTL;50,00
801;PORTM;30,00
801;PORT1000KJ;201,95
801;PORTS;15,00
802;KPL_M;70,00
802;KPL_L;100,00
802;PORTS;75,00
802;PORTM;100,00
802;PORTL;150,00
802;PORT1000KJ;167,30
803;KPL_S;100,00
803;KPL_M;200,00
803;KPL_L;300,00
803;PORT1000KJ;149,08
803;PORTM;30,00
803;PORTS;15,00
803;PORTL;50,00
804;KPL_S;1000,00
804;KPL_M;2500,00
804;KPL_L;4000,00
804;PORT1000KJ;311,31
804;PORTS;100,00
804;PORTM;160,00
804;PORTL;215,00
805;KPL_S;650,00
805;KPL_M;1300,00
805;KPL_L;1900,00
805;PORT1000KJ;300,10
805;PORTS;100,00
805;PORTM;160,00
805;PORTL;215,00
806;PORTS;75,00
806;PORTM;100,00
806;PORTL;150,00
806;PORT1000KJ;204,08
807;PORTS;75,00
807;PORTM;100,00
807;PORTL;150,00
807;PORT1000KJ;117,20
809;KPL_S;15,00
809;KPL_M;25,00
809;KPL_L;30,00
809;PORT1000KJ;216,17
809;PORTS;100,00
809;PORTM;160,00
809;PORTL;215,00
810;KPL_S;12,00
810;KPL_M;25,00
810;KPL_L;40,00
810;PORT1000KJ;198,02
810;PORTS;40,00
810;PORTM;100,00
810;PORTL;180,00
811;PORT1000KJ;173,52
811;PORTS;75,00
811;PORTM;100,00
811;PORTL;150,00
812;KPL_S;100,00
812;KPL_M;200,00
812;KPL_L;300,00
812;PORT1000KJ;289,60
812;PORTS;100,00
812;PORTM;160,00
812;PORTL;215,00
813;KPL_S;1000,00
813;KPL_M;1500,00
813;KPL_L;2000,00
813;PORT1000KJ;295,32
813;PORTS;100,00
813;PORTM;160,00
813;PORTL;215,00
814;PORT1000KJ;242,76
814;PORTS;100,00
814;PORTM;160,00
814;PORTL;215,00
815;KPL_S;500,00
815;KPL_M;1000,00
815;KPL_L;1500,00
815;PORT1000KJ;233,31
815;PORTS;100,00
815;PORTM;160,00
815;PORTL;215,00
816;KPL_M;500,00
816;PORTS;75,00
816;PORTM;100,00
816;PORTL;150,00
816;PORT1000KJ;217,57
817;KPL_S;2000,00
817;KPL_M;3000,00
817;KPL_L;4000,00
817;PORT1000KJ;188,25
817;PORTS;100,00
817;PORTM;160,00
817;PORTL;215,00
818;KPL_M;15,00
818;PORT1000KJ;109,80
818;PORTS;30,00
818;PORTM;60,00
818;PORTL;90,00
819;KPL_S;500,00
819;KPL_M;1800,00
819;KPL_L;3000,00
819;PORT1000KJ;336,62
819;PORTS;100,00
819;PORTM;160,00
819;PORTL;215,00
820;KPL_S;300,00
820;KPL_M;650,00
820;KPL_L;1000,00
820;PORT1000KJ;310,95
820;PORTS;100,00
820;PORTM;160,00
820;PORTL;215,00
821;KPL_M;1000,00
821;PORT1000KJ;68,35
821;PORTS;100,00
821;PORTM;160,00
821;PORTL;215,00
822;KPL_S;1000,00
822;KPL_M;1100,00
822;KPL_L;1200,00
822;PORT1000KJ;240,96
822;PORTS;100,00
822;PORTM;160,00
822;PORTL;215,00
823;KPL_S;2000,00
823;KPL_M;2500,00
823;KPL_L;3000,00
823;PORT1000KJ;221,73
823;PORTS;100,00
823;PORTM;160,00
823;PORTL;215,00
824;PORT1000KJ;242,37
824;PORTS;100,00
824;PORTM;160,00
824;PORTL;215,00
825;KPL_M;40,00
825;PORTL;150,00
825;PORT1000KJ;68,28
825;PORTS;75,00
825;PORTM;100,00
826;PORTL;215,00
826;PORTS;100,00
826;PORT1000KJ;298,01
826;PORTM;160,00
828;DL;55,00
828;RKL;10,00
828;PORT1000KJ;125,92
828;PORTS;80,00
828;PORTM;115,00
828;PORTL;150,00
829;KPL_M;5,50
829;PORT1000KJ;92,93
829;PORTS;10,00
829;PORTM;20,00
829;PORTL;25,00
830;DL;55,00
830;RKL;10,00
830;PORT1000KJ;96,30
830;PORTS;40,00
830;PORTM;100,00
830;PORTL;180,00
831;KPL_S;18,00
831;KPL_M;25,00
831;KPL_L;35,00
831;PORT1000KJ;115,06
831;PORTS;40,00
831;PORTM;85,00
831;PORTL;170,00
832;DL;100,00
832;RKL;15,00
832;TL;5,00
832;PORT1000KJ;165,19
832;PORTS;15,00
832;PORTL;50,00
832;PORTM;30,00
833;DL;100,00
833;RKL;15,00
833;PORT1000KJ;58,43
833;PORTS;5,00
833;PORTM;15,00
833;PORTL;30,00
834;KPL_S;4,00
834;KPL_M;5,50
834;KPL_L;7,00
834;PORTL;100,00
834;PORT1000KJ;294,37
834;PORTS;30,00
834;PORTM;45,00
835;KPL_M;2,00
835;DL;50,00
835;PORT1000KJ;363,58
835;PORTS;50,00
835;PORTM;75,00
835;PORTL;100,00
836;KPL_S;70,00
836;KPL_M;115,00
836;KPL_L;160,00
836;PORT1000KJ;364,38
836;PORTS;100,00
836;PORTM;160,00
836;PORTL;215,00
837;PORT1000KJ;109,17
837;PORTS;15,00
837;PORTL;50,00
837;PORTM;30,00
838;PORTL;50,00
838;PORTM;30,00
838;PORT1000KJ;210,87
838;PORTS;15,00
844;PORTL;150,00
844;PORT1000KJ;192,78
844;PORTS;75,00
844;PORTM;100,00
845;PORT1000KJ;251,88
845;PORTS;100,00
845;PORTM;160,00
845;PORTL;215,00
846;PORT1000KJ;204,06
846;PORTS;100,00
846;PORTL;215,00
846;PORTM;160,00
